Anzsic,Anzsic_descriptor,Gas,Period,Data_value,Variable,Units,Magnitude
ZSZ,Service industries,Methane,2017.12,2,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Methane,2018.03,2,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Carbon dioxide,2013.09,1974,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Carbon dioxide,2013.12,2008,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Carbon dioxide,2014.03,1987,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Carbon dioxide,2014.06,1961,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Fluorinated gases,2019.03,174,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Fluorinated gases,2019.06,178,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Fluorinated gases,2019.09,179,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Fluorinated gases,2019.12,176,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Nitrous oxide,2011.12,33,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Nitrous oxide,2012.03,33,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Nitrous oxide,2022.03,39,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Nitrous oxide,2022.06,40,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Nitrous oxide,2022.09,42,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Nitrous oxide,2022.12,42,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Nitrous oxide,2023.03,43,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZSZ,Service industries,Nitrous oxide,2023.06,44,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Methane,2010.12,8429,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide,2017.06,7468,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide,2017.09,7517,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide,2017.12,7676,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide,2019.03,7953,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide,2019.06,7535,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide,2019.09,7855,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide equivalents,2016.12,17396,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Fluorinated gases,2013.09,282,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Fluorinated gases,2013.12,287,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Fluorinated gases,2014.03,292,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Fluorinated gases,2016.12,307,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Fluorinated gases,2017.03,309,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Nitrous oxide,2011.03,1842,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Nitrous oxide,2011.06,1853,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Nitrous oxide,2013.12,1902,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Nitrous oxide,2014.03,1930,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Nitrous oxide,2014.06,1946,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Nitrous oxide,2021.09,1966,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Nitrous oxide,2023.03,1899,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Nitrous oxide,2023.06,1894,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Methane,2012.06,8569,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Methane,2012.09,8575,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Methane,2012.12,8566,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Methane,2019.03,8593,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Methane,2019.06,8513,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Carbon dioxide,2017.06,9614,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Fluorinated gases,2020.06,379,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Nitrous oxide,2011.12,1893,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Nitrous oxide,2012.03,1902,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Nitrous oxide,2020.06,2035,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Nitrous oxide,2021.12,1969,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Nitrous oxide,2023.09,1910,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
AAZ,"Agriculture, forestry, fishing",Carbon dioxide equivalents,2010.03,11338,Actual,Kilotonnes,Carbon dioxide equivalents
AAZ,"Agriculture, forestry, fishing",Carbon dioxide equivalents,2010.06,8395,Actual,Kilotonnes,Carbon dioxide equivalents
AAZ,"Agriculture, forestry, fishing",Carbon dioxide equivalents,2018.12,11267,Actual,Kilotonnes,Carbon dioxide equivalents
AAZ,"Agriculture, forestry, fishing",Carbon dioxide equivalents,2019.03,12239,Actual,Kilotonnes,Carbon dioxide equivalents
AAZ,"Agriculture, forestry, fishing",Carbon dioxide equivalents,2020.09,9041,Actual,Kilotonnes,Carbon dioxide equivalents
AAZ,"Agriculture, forestry, fishing",Carbon dioxide equivalents,2020.12,11206,Actual,Kilotonnes,Carbon dioxide equivalents
AAZ,"Agriculture, forestry, fishing",Carbon dioxide equivalents,2021.03,11775,Actual,Kilotonnes,Carbon dioxide equivalents
AAZ,"Agriculture, forestry, fishing",Carbon dioxide equivalents,2021.06,8588,Actual,Kilotonnes,Carbon dioxide equivalents
AAZ,"Agriculture, forestry, fishing",Carbon dioxide equivalents,2021.09,9094,Actual,Kilotonnes,Carbon dioxide equivalents
AAZ,"Agriculture, forestry, fishing",Carbon dioxide equivalents,2021.12,11037,Actual,Kilotonnes,Carbon dioxide equivalents
AAZ,"Agriculture, forestry, fishing",Carbon dioxide equivalents,2022.03,11579,Actual,Kilotonnes,Carbon dioxide equivalents
AAZ,"Agriculture, forestry, fishing",Carbon dioxide equivalents,2022.06,8402,Actual,Kilotonnes,Carbon dioxide equivalents
AAZ,"Agriculture, forestry, fishing",Carbon dioxide equivalents,2022.09,8952,Actual,Kilotonnes,Carbon dioxide equivalents
BB1,Mining,Carbon dioxide equivalents,2010.09,591,Actual,Kilotonnes,Carbon dioxide equivalents
BB1,Mining,Carbon dioxide equivalents,2010.12,590,Actual,Kilotonnes,Carbon dioxide equivalents
BB1,Mining,Carbon dioxide equivalents,2011.03,550,Actual,Kilotonnes,Carbon dioxide equivalents
BB1,Mining,Carbon dioxide equivalents,2011.06,553,Actual,Kilotonnes,Carbon dioxide equivalents
BB1,Mining,Carbon dioxide equivalents,2011.09,567,Actual,Kilotonnes,Carbon dioxide equivalents
BB1,Mining,Carbon dioxide equivalents,2011.12,521,Actual,Kilotonnes,Carbon dioxide equivalents
BB1,Mining,Carbon dioxide equivalents,2012.03,471,Actual,Kilotonnes,Carbon dioxide equivalents
BB1,Mining,Carbon dioxide equivalents,2021.09,262,Actual,Kilotonnes,Carbon dioxide equivalents
BB1,Mining,Carbon dioxide equivalents,2021.12,262,Actual,Kilotonnes,Carbon dioxide equivalents
BB1,Mining,Carbon dioxide equivalents,2022.03,293,Actual,Kilotonnes,Carbon dioxide equivalents
BB1,Mining,Carbon dioxide equivalents,2022.06,324,Actual,Kilotonnes,Carbon dioxide equivalents
BB1,Mining,Carbon dioxide equivalents,2022.09,310,Actual,Kilotonnes,Carbon dioxide equivalents
BB1,Mining,Carbon dioxide equivalents,2022.12,314,Actual,Kilotonnes,Carbon dioxide equivalents
BB1,Mining,Carbon dioxide equivalents,2023.03,289,Actual,Kilotonnes,Carbon dioxide equivalents
CCZ,Manufacturing,Carbon dioxide equivalents,2012.03,2437,Actual,Kilotonnes,Carbon dioxide equivalents
CCZ,Manufacturing,Carbon dioxide equivalents,2012.06,2420,Actual,Kilotonnes,Carbon dioxide equivalents
CCZ,Manufacturing,Carbon dioxide equivalents,2012.09,2521,Actual,Kilotonnes,Carbon dioxide equivalents
CCZ,Manufacturing,Carbon dioxide equivalents,2012.12,2808,Actual,Kilotonnes,Carbon dioxide equivalents
CCZ,Manufacturing,Carbon dioxide equivalents,2019.12,3157,Actual,Kilotonnes,Carbon dioxide equivalents
CCZ,Manufacturing,Carbon dioxide equivalents,2020.03,2634,Actual,Kilotonnes,Carbon dioxide equivalents
CCZ,Manufacturing,Carbon dioxide equivalents,2022.06,2204,Actual,Kilotonnes,Carbon dioxide equivalents
CCZ,Manufacturing,Carbon dioxide equivalents,2022.09,2096,Actual,Kilotonnes,Carbon dioxide equivalents
CCZ,Manufacturing,Carbon dioxide equivalents,2022.12,2265,Actual,Kilotonnes,Carbon dioxide equivalents
CCZ,Manufacturing,Carbon dioxide equivalents,2023.03,2253,Actual,Kilotonnes,Carbon dioxide equivalents
CCZ,Manufacturing,Carbon dioxide equivalents,2023.06,2148,Actual,Kilotonnes,Carbon dioxide equivalents
CCZ,Manufacturing,Carbon dioxide equivalents,2023.09,2150,Actual,Kilotonnes,Carbon dioxide equivalents
DD1,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,2010.03,2420,Actual,Kilotonnes,Carbon dioxide equivalents
DD1,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,2010.06,2454,Actual,Kilotonnes,Carbon dioxide equivalents
DD1,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,2010.09,2452,Actual,Kilotonnes,Carbon dioxide equivalents
DD1,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,2010.12,2330,Actual,Kilotonnes,Carbon dioxide equivalents
DD1,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,2012.12,2086,Actual,Kilotonnes,Carbon dioxide equivalents
DD1,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,2013.03,2354,Actual,Kilotonnes,Carbon dioxide equivalents
DD1,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,2019.09,2150,Actual,Kilotonnes,Carbon dioxide equivalents
DD1,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,2021.06,2696,Actual,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2011.03,276,Actual,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2015.09,322,Actual,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2015.12,318,Actual,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2016.03,308,Actual,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2016.06,348,Actual,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2016.09,345,Actual,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2016.12,356,Actual,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2020.12,474,Actual,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2022.09,504,Actual,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2022.12,472,Actual,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2023.03,450,Actual,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2023.06,481,Actual,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2023.09,484,Actual,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Carbon dioxide equivalents,2012.03,1767,Actual,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Carbon dioxide equivalents,2016.03,1940,Actual,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Carbon dioxide equivalents,2021.06,2067,Actual,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Carbon dioxide equivalents,2021.09,1666,Actual,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Carbon dioxide equivalents,2021.12,1921,Actual,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Carbon dioxide equivalents,2022.03,1863,Actual,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Carbon dioxide equivalents,2022.06,1844,Actual,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Carbon dioxide equivalents,2022.09,1889,Actual,Kilotonnes,Carbon dioxide equivalents
HH2,Heating/cooling,Carbon dioxide equivalents,2010.12,118,Actual,Kilotonnes,Carbon dioxide equivalents
HH2,Heating/cooling,Carbon dioxide equivalents,2011.03,129,Actual,Kilotonnes,Carbon dioxide equivalents
HH2,Heating/cooling,Carbon dioxide equivalents,2011.06,148,Actual,Kilotonnes,Carbon dioxide equivalents
HH2,Heating/cooling,Carbon dioxide equivalents,2011.09,204,Actual,Kilotonnes,Carbon dioxide equivalents
HH2,Heating/cooling,Carbon dioxide equivalents,2019.06,181,Actual,Kilotonnes,Carbon dioxide equivalents
HH2,Heating/cooling,Carbon dioxide equivalents,2019.09,241,Actual,Kilotonnes,Carbon dioxide equivalents
HH2,Heating/cooling,Carbon dioxide equivalents,2020.12,152,Actual,Kilotonnes,Carbon dioxide equivalents
HH2,Heating/cooling,Carbon dioxide equivalents,2021.03,106,Actual,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Carbon dioxide equivalents,2012.03,58,Actual,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Carbon dioxide equivalents,2012.06,58,Actual,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Carbon dioxide equivalents,2012.09,58,Actual,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Carbon dioxide equivalents,2014.06,61,Actual,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Carbon dioxide equivalents,2014.09,62,Actual,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Carbon dioxide equivalents,2014.12,62,Actual,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Carbon dioxide equivalents,2015.03,64,Actual,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Carbon dioxide equivalents,2021.09,56,Actual,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Carbon dioxide equivalents,2023.03,59,Actual,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Carbon dioxide equivalents,2023.06,59,Actual,Kilotonnes,Carbon dioxide equivalents
HH3,Other,Carbon dioxide equivalents,2023.09,57,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Methane,2012.12,37,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Methane,2013.03,31,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Methane,2013.06,47,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Methane,2021.12,34,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Methane,2022.03,32,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Methane,2022.12,33,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Methane,2023.03,31,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Carbon dioxide,2010.06,1846,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Carbon dioxide,2015.03,1939,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Carbon dioxide,2020.12,2264,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Carbon dioxide,2021.09,1874,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Carbon dioxide,2021.12,2046,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Fluorinated gases,2019.03,37,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Fluorinated gases,2019.06,36,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Fluorinated gases,2019.09,35,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Fluorinated gases,2021.06,33,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Fluorinated gases,2021.12,31,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Fluorinated gases,2022.03,30,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Fluorinated gases,2022.06,30,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Fluorinated gases,2022.09,30,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Nitrous oxide,2013.03,30,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Nitrous oxide,2013.06,30,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Nitrous oxide,2013.09,31,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Nitrous oxide,2013.12,30,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Nitrous oxide,2015.03,28,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Nitrous oxide,2019.03,22,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Nitrous oxide,2020.12,23,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Nitrous oxide,2021.03,21,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Nitrous oxide,2021.06,23,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Nitrous oxide,2022.06,20,Actual,Kilotonnes,Carbon dioxide equivalents
HHD,Households,Nitrous oxide,2023.09,20,Actual,Kilotonnes,Carbon dioxide equivalents
II1,"Transport, postal, and warehousing",Carbon dioxide equivalents,2010.03,1457,Actual,Kilotonnes,Carbon dioxide equivalents
II1,"Transport, postal, and warehousing",Carbon dioxide equivalents,2010.06,1440,Actual,Kilotonnes,Carbon dioxide equivalents
II1,"Transport, postal, and warehousing",Carbon dioxide equivalents,2010.09,1543,Actual,Kilotonnes,Carbon dioxide equivalents
II1,"Transport, postal, and warehousing",Carbon dioxide equivalents,2013.03,1514,Actual,Kilotonnes,Carbon dioxide equivalents
II1,"Transport, postal, and warehousing",Carbon dioxide equivalents,2018.06,1678,Actual,Kilotonnes,Carbon dioxide equivalents
II1,"Transport, postal, and warehousing",Carbon dioxide equivalents,2018.09,1697,Actual,Kilotonnes,Carbon dioxide equivalents
II1,"Transport, postal, and warehousing",Carbon dioxide equivalents,2018.12,1855,Actual,Kilotonnes,Carbon dioxide equivalents
II1,"Transport, postal, and warehousing",Carbon dioxide equivalents,2019.03,1796,Actual,Kilotonnes,Carbon dioxide equivalents
II1,"Transport, postal, and warehousing",Carbon dioxide equivalents,2019.06,1703,Actual,Kilotonnes,Carbon dioxide equivalents
II1,"Transport, postal, and warehousing",Carbon dioxide equivalents,2019.09,1744,Actual,Kilotonnes,Carbon dioxide equivalents
II1,"Transport, postal, and warehousing",Carbon dioxide equivalents,2019.12,1802,Actual,Kilotonnes,Carbon dioxide equivalents
II1,"Transport, postal, and warehousing",Carbon dioxide equivalents,2020.03,1738,Actual,Kilotonnes,Carbon dioxide equivalents
II1,"Transport, postal, and warehousing",Carbon dioxide equivalents,2020.06,876,Actual,Kilotonnes,Carbon dioxide equivalents
II1,"Transport, postal, and warehousing",Carbon dioxide equivalents,2021.03,1123,Actual,Kilotonnes,Carbon dioxide equivalents
II1,"Transport, postal, and warehousing",Carbon dioxide equivalents,2021.06,1181,Actual,Kilotonnes,Carbon dioxide equivalents
II1,"Transport, postal, and warehousing",Carbon dioxide equivalents,2021.09,1016,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Methane,2011.03,750,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Methane,2011.09,725,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Methane,2011.12,720,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Methane,2012.12,709,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Methane,2014.06,704,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Methane,2014.09,710,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Methane,2017.12,671,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2019.03,4689,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2023.03,3363,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2023.09,3680,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2019.06,4986,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2019.09,5337,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2019.12,5444,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2021.09,4641,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2012.12,88,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2013.12,101,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2016.09,122,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2018.09,165,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2022.03,214,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2010.09,46,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2010.12,48,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2017.12,55,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2018.03,54,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2019.12,59,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2021.03,62,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2021.06,62,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2021.12,59,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2022.06,58,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2010.09,6800,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2011.03,9153,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2021.03,1004,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2021.09,861,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2011.03,12082,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2011.06,9043,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2019.09,9340,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2019.12,11469,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2020.09,9315,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Fluorinated gases,2012.06,1,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Fluorinated gases,2012.12,1,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Fluorinated gases,2015.06,1,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Fluorinated gases,2019.12,1,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Fluorinated gases,2020.03,1,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Fluorinated gases,2020.12,1,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Fluorinated gases,2021.03,1,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Fluorinated gases,2022.12,1,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Fluorinated gases,2023.03,1,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Fluorinated gases,2023.06,1,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Nitrous oxide,2010.03,1762,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Nitrous oxide,2010.06,1639,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Nitrous oxide,2010.09,1791,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Nitrous oxide,2013.03,1820,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Nitrous oxide,2013.06,1686,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Nitrous oxide,2013.09,1849,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Nitrous oxide,2013.12,1838,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Nitrous oxide,2019.09,1952,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Nitrous oxide,2019.12,1931,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Nitrous oxide,2020.06,1819,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Nitrous oxide,2021.12,1890,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Nitrous oxide,2022.03,1835,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Nitrous oxide,2022.06,1715,Actual,Kilotonnes,Carbon dioxide equivalents
ZSX,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,2010.03,692,Actual,Kilotonnes,Carbon dioxide equivalents
ZSX,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,2010.06,763,Actual,Kilotonnes,Carbon dioxide equivalents
ZSX,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,2011.09,729,Actual,Kilotonnes,Carbon dioxide equivalents
ZSX,"Services excluding transport, postal, and warehousing",Carbon dioxide equivalents,2011.12,704,Actual,Kilotonnes,Carbon dioxide equivalents
